"TIME","GEO","UNIT","S_ADJ","NA_ITEM","SECTOR","Value","Flag and Footnotes"
"2004Q1","Netherlands","Percentage","Seasonally and calendar adjusted data","Gross household saving rate (B8G/(B6G+D8Net)*100)","Households; non-profit institutions serving households","10.55",""
"2004Q1","Netherlands","Percentage","Seasonally and calendar adjusted data","Gross investment rate of households (P51/(B6G+D8Net)*100)","Households; non-profit institutions serving households","13.48",""
"2004Q1","Netherlands","Percentage","Seasonally and calendar adjusted data","Household net financial assets ratio (BF90/(B6G+D8net))","Households; non-profit institutions serving households",":",""
"2004Q2","Netherlands","Percentage","Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data)","Adjusted gross disposable income of households in nominal terms per capita (percentage change on previous period)","Households; non-profit institutions serving households",":",""
"2004Q2","Netherlands","Percentage","Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data)","Adjusted gross disposable income of households in real terms per capita (percentage change on previous period)","Households; non-profit institutions serving households",":",""
"2004Q2","Netherlands","Percentage","Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data)","Actual final consumption in real terms per capita (percentage change on previous period)","Households; non-profit institutions serving households",":",""
"2004Q2","Netherlands","Percentage","Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data)","Gross household saving rate (B8G/(B6G+D8Net)*100)","Households; non-profit institutions serving households","23.21",""
"2004Q2","Netherlands","Percentage","Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data)","Gross investment rate of households (P51/(B6G+D8Net)*100)","Households; non-profit institutions serving households","11.38",""
"2004Q2","Netherlands","Percentage","Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data)","Household net financial assets ratio (BF90/(B6G+D8net))","Households; non-profit institutions serving households","882.12",""
"2004Q2","Netherlands","Percentage","Seasonally and calendar adjusted data","Adjusted gross disposable income of households in nominal terms per capita (percentage change on previous period)","Households; non-profit institutions serving households",":",""
"2004Q2","Netherlands","Percentage","Seasonally and calendar adjusted data","Adjusted gross disposable income of households in real terms per capita (percentage change on previous period)","Households; non-profit institutions serving households",":",""
"2004Q2","Netherlands","Percentage","Seasonally and calendar adjusted data","Actual final consumption in real terms per capita (percentage change on previous period)","Households; non-profit institutions serving households",":",""
"2004Q2","Netherlands","Percentage","Seasonally and calendar adjusted data","Gross household saving rate (B8G/(B6G+D8Net)*100)","Households; non-profit institutions serving households","12.36",""
"2004Q2","Netherlands","Percentage","Seasonally and calendar adjusted data","Gross investment rate of households (P51/(B6G+D8Net)*100)","Households; non-profit institutions serving households","12.28",""
"2004Q2","Netherlands","Percentage","Seasonally and calendar adjusted data","Household net financial assets ratio (BF90/(B6G+D8net))","Households; non-profit institutions serving households",":",""
"2004Q3","Netherlands","Percentage","Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data)","Adjusted gross disposable income of households in nominal terms per capita (percentage change on previous period)","Households; non-profit institutions serving households",":",""
"2004Q3","Netherlands","Percentage","Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data)","Adjusted gross disposable income of households in real terms per capita (percentage change on previous period)","Households; non-profit institutions serving households",":",""
"2004Q3","Netherlands","Percentage","Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data)","Actual final consumption in real terms per capita (percentage change on previous period)","Households; non-profit institutions serving households",":",""
"2004Q3","Netherlands","Percentage","Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data)","Gross household saving rate (B8G/(B6G+D8Net)*100)","Households; non-profit institutions serving households","6.37",""
"2004Q3","Netherlands","Percentage","Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data)","Gross investment rate of households (P51/(B6G+D8Net)*100)","Households; non-profit institutions serving households","11.10",""
"2004Q3","Netherlands","Percentage","Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data)","Household net financial assets ratio (BF90/(B6G+D8net))","Households; non-profit institutions serving households","1,065.91",""
"2004Q3","Netherlands","Percentage","Seasonally and calendar adjusted data","Adjusted gross disposable income of households in nominal terms per capita (percentage change on previous period)","Households; non-profit institutions serving households",":",""
"2004Q3","Netherlands","Percentage","Seasonally and calendar adjusted data","Adjusted gross disposable income of households in real terms per capita (percentage change on previous period)","Households; non-profit institutions serving households",":",""
"2004Q3","Netherlands","Percentage","Seasonally and calendar adjusted data","Actual final consumption in real terms per capita (percentage change on previous period)","Households; non-profit institutions serving households",":",""
"2004Q3","Netherlands","Percentage","Seasonally and calendar adjusted data","Gross household saving rate (B8G/(B6G+D8Net)*100)","Households; non-profit institutions serving households","9.94",""
"2004Q3","Netherlands","Percentage","Seasonally and calendar adjusted data","Gross investment rate of households (P51/(B6G+D8Net)*100)","Households; non-profit institutions serving households","12.09",""
"2004Q3","Netherlands","Percentage","Seasonally and calendar adjusted data","Household net financial assets ratio (BF90/(B6G+D8net))","Households; non-profit institutions serving households",":",""
"2004Q4","Netherlands","Percentage","Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data)","Adjusted gross disposable income of households in nominal terms per capita (percentage change on previous period)","Households; non-profit institutions serving households",":",""
"2004Q4","Netherlands","Percentage","Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data)","Adjusted gross disposable income of households in real terms per capita (percentage change on previous period)","Households; non-profit institutions serving households",":",""
"2004Q4","Netherlands","Percentage","Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data)","Actual final consumption in real terms per capita (percentage change on previous period)","Households; non-profit institutions serving households",":",""
"2004Q4","Netherlands","Percentage","Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data)","Gross household saving rate (B8G/(B6G+D8Net)*100)","Households; non-profit institutions serving households","6.84",""
"2004Q4","Netherlands","Percentage","Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data)","Gross investment rate of households (P51/(B6G+D8Net)*100)","Households; non-profit institutions serving households","13.42",""
"2004Q4","Netherlands","Percentage","Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data)","Household net financial assets ratio (BF90/(B6G+D8net))","Households; non-profit institutions serving households","1,071.55",""
"2004Q4","Netherlands","Percentage","Seasonally and calendar adjusted data","Adjusted gross disposable income of households in nominal terms per capita (percentage change on previous period)","Households; non-profit institutions serving households",":",""
"2004Q4","Netherlands","Percentage","Seasonally and calendar adjusted data","Adjusted gross disposable income of households in real terms per capita (percentage change on previous period)","Households; non-profit institutions serving households",":",""
"2004Q4","Netherlands","Percentage","Seasonally and calendar adjusted data","Actual final consumption in real terms per capita (percentage change on previous period)","Households; non-profit institutions serving households",":",""
"2004Q4","Netherlands","Percentage","Seasonally and calendar adjusted data","Gross household saving rate (B8G/(B6G+D8Net)*100)","Households; non-profit institutions serving households","10.85",""
"2004Q4","Netherlands","Percentage","Seasonally and calendar adjusted data","Gross investment rate of households (P51/(B6G+D8Net)*100)","Households; non-profit institutions serving households","13.03",""
"2004Q4","Netherlands","Percentage","Seasonally and calendar adjusted data","Household net financial assets ratio (BF90/(B6G+D8net))","Households; non-profit institutions serving households",":",""
"2005Q1","Netherlands","Percentage","Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data)","Adjusted gross disposable income of households in nominal terms per capita (percentage change on previous period)","Households; non-profit institutions serving households",":",""
"2005Q1","Netherlands","Percentage","Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data)","Adjusted gross disposable income of households in real terms per capita (percentage change on previous period)","Households; non-profit institutions serving households",":",""
"2005Q1","Netherlands","Percentage","Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data)","Actual final consumption in real terms per capita (percentage change on previous period)","Households; non-profit institutions serving households",":",""
"2005Q1","Netherlands","Percentage","Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data)","Gross household saving rate (B8G/(B6G+D8Net)*100)","Households; non-profit institutions serving households","4.34",""
"2005Q1","Netherlands","Percentage","Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data)","Gross investment rate of households (P51/(B6G+D8Net)*100)","Households; non-profit institutions serving households","14.68",""
"2005Q1","Netherlands","Percentage","Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data)","Household net financial assets ratio (BF90/(B6G+D8net))","Households; non-profit institutions serving households","1,107.63",""
"2005Q1","Netherlands","Percentage","Seasonally and calendar adjusted data","Adjusted gross disposable income of households in nominal terms per capita (percentage change on previous period)","Households; non-profit institutions serving households",":",""
"2005Q1","Netherlands","Percentage","Seasonally and calendar adjusted data","Adjusted gross disposable income of households in real terms per capita (percentage change on previous period)","Households; non-profit institutions serving households",":",""
"2005Q1","Netherlands","Percentage","Seasonally and calendar adjusted data","Actual final consumption in real terms per capita (percentage change on previous period)","Households; non-profit institutions serving households",":",""
"2005Q1","Netherlands","Percentage","Seasonally and calendar adjusted data","Gross household saving rate (B8G/(B6G+D8Net)*100)","Households; non-profit institutions serving households","10.75",""
"2005Q1","Netherlands","Percentage","Seasonally and calendar adjusted data","Gross investment rate of households (P51/(B6G+D8Net)*100)","Households; non-profit institutions serving households","12.88",""
"2005Q1","Netherlands","Percentage","Seasonally and calendar adjusted data","Household net financial assets ratio (BF90/(B6G+D8net))","Households; non-profit institutions serving households",":",""
"2005Q2","Netherlands","Percentage","Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data)","Adjusted gross disposable income of households in nominal terms per capita (percentage change on previous period)","Households; non-profit institutions serving households",":",""
"2005Q2","Netherlands","Percentage","Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data)","Adjusted gross disposable income of households in real terms per capita (percentage change on previous period)","Households; non-profit institutions serving households",":",""
"2005Q2","Netherlands","Percentage","Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data)","Actual final consumption in real terms per capita (percentage change on previous period)","Households; non-profit institutions serving households",":",""
"2005Q2","Netherlands","Percentage","Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data)","Gross household saving rate (B8G/(B6G+D8Net)*100)","Households; non-profit institutions serving households","20.51",""
"2005Q2","Netherlands","Percentage","Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data)","Gross investment rate of households (P51/(B6G+D8Net)*100)","Households; non-profit institutions serving households","12.46",""
"2005Q2","Netherlands","Percentage","Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data)","Household net financial assets ratio (BF90/(B6G+D8net))","Households; non-profit institutions serving households","921.70",""
"2005Q2","Netherlands","Percentage","Seasonally and calendar adjusted data","Adjusted gross disposable income of households in nominal terms per capita (percentage change on previous period)","Households; non-profit institutions serving households",":",""
"2005Q2","Netherlands","Percentage","Seasonally and calendar adjusted data","Adjusted gross disposable income of households in real terms per capita (percentage change on previous period)","Households; non-profit institutions serving households",":",""
"2005Q2","Netherlands","Percentage","Seasonally and calendar adjusted data","Actual final consumption in real terms per capita (percentage change on previous period)","Households; non-profit institutions serving households",":",""
"2005Q2","Netherlands","Percentage","Seasonally and calendar adjusted data","Gross household saving rate (B8G/(B6G+D8Net)*100)","Households; non-profit institutions serving households","8.43",""
"2005Q2","Netherlands","Percentage","Seasonally and calendar adjusted data","Gross investment rate of households (P51/(B6G+D8Net)*100)","Households; non-profit institutions serving households","13.60",""
"2005Q2","Netherlands","Percentage","Seasonally and calendar adjusted data","Household net financial assets ratio (BF90/(B6G+D8net))","Households; non-profit institutions serving households",":",""
"2005Q3","Netherlands","Percentage","Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data)","Adjusted gross disposable income of households in nominal terms per capita (percentage change on previous period)","Households; non-profit institutions serving households",":",""
"2005Q3","Netherlands","Percentage","Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data)","Adjusted gross disposable income of households in real terms per capita (percentage change on previous period)","Households; non-profit institutions serving households",":",""
"2005Q3","Netherlands","Percentage","Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data)","Actual final consumption in real terms per capita (percentage change on previous period)","Households; non-profit institutions serving households",":",""
"2005Q3","Netherlands","Percentage","Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data)","Gross household saving rate (B8G/(B6G+D8Net)*100)","Households; non-profit institutions serving households","7.00",""
"2005Q3","Netherlands","Percentage","Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data)","Gross investment rate of households (P51/(B6G+D8Net)*100)","Households; non-profit institutions serving households","13.25",""
"2005Q3","Netherlands","Percentage","Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data)","Household net financial assets ratio (BF90/(B6G+D8net))","Households; non-profit institutions serving households","1,065.56",""
"2005Q3","Netherlands","Percentage","Seasonally and calendar adjusted data","Adjusted gross disposable income of households in nominal terms per capita (percentage change on previous period)","Households; non-profit institutions serving households",":",""
"2005Q3","Netherlands","Percentage","Seasonally and calendar adjusted data","Adjusted gross disposable income of households in real terms per capita (percentage change on previous period)","Households; non-profit institutions serving households",":",""
"2005Q3","Netherlands","Percentage","Seasonally and calendar adjusted data","Actual final consumption in real terms per capita (percentage change on previous period)","Households; non-profit institutions serving households",":",""
"2005Q3","Netherlands","Percentage","Seasonally and calendar adjusted data","Gross household saving rate (B8G/(B6G+D8Net)*100)","Households; non-profit institutions serving households","10.90",""
"2005Q3","Netherlands","Percentage","Seasonally and calendar adjusted data","Gross investment rate of households (P51/(B6G+D8Net)*100)","Households; non-profit institutions serving households","14.07",""
"2005Q3","Netherlands","Percentage","Seasonally and calendar adjusted data","Household net financial assets ratio (BF90/(B6G+D8net))","Households; non-profit institutions serving households",":",""
"2005Q4","Netherlands","Percentage","Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data)","Adjusted gross disposable income of households in nominal terms per capita (percentage change on previous period)","Households; non-profit institutions serving households",":",""
"2005Q4","Netherlands","Percentage","Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data)","Adjusted gross disposable income of households in real terms per capita (percentage change on previous period)","Households; non-profit institutions serving households",":",""
"2005Q4","Netherlands","Percentage","Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data)","Actual final consumption in real terms per capita (percentage change on previous period)","Households; non-profit institutions serving households",":",""
"2005Q4","Netherlands","Percentage","Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data)","Gross household saving rate (B8G/(B6G+D8Net)*100)","Households; non-profit institutions serving households","3.86",""
"2005Q4","Netherlands","Percentage","Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data)","Gross investment rate of households (P51/(B6G+D8Net)*100)","Households; non-profit institutions serving households","14.33",""
"2005Q4","Netherlands","Percentage","Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data)","Household net financial assets ratio (BF90/(B6G+D8net))","Households; non-profit institutions serving households","1,108.79",""
"2005Q4","Netherlands","Percentage","Seasonally and calendar adjusted data","Adjusted gross disposable income of households in nominal terms per capita (percentage change on previous period)","Households; non-profit institutions serving households",":",""
"2005Q4","Netherlands","Percentage","Seasonally and calendar adjusted data","Adjusted gross disposable income of households in real terms per capita (percentage change on previous period)","Households; non-profit institutions serving households",":",""
"2005Q4","Netherlands","Percentage","Seasonally and calendar adjusted data","Actual final consumption in real terms per capita (percentage change on previous period)","Households; non-profit institutions serving households",":",""
"2005Q4","Netherlands","Percentage","Seasonally and calendar adjusted data","Gross household saving rate (B8G/(B6G+D8Net)*100)","Households; non-profit institutions serving households","7.96",""
"2005Q4","Netherlands","Percentage","Seasonally and calendar adjusted data","Gross investment rate of households (P51/(B6G+D8Net)*100)","Households; non-profit institutions serving households","13.90",""
"2005Q4","Netherlands","Percentage","Seasonally and calendar adjusted data","Household net financial assets ratio (BF90/(B6G+D8net))","Households; non-profit institutions serving households",":",""
"2006Q1","Netherlands","Percentage","Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data)","Adjusted gross disposable income of households in nominal terms per capita (percentage change on previous period)","Households; non-profit institutions serving households",":",""
"2006Q1","Netherlands","Percentage","Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data)","Adjusted gross disposable income of households in real terms per capita (percentage change on previous period)","Households; non-profit institutions serving households",":",""
"2006Q1","Netherlands","Percentage","Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data)","Actual final consumption in real terms per capita (percentage change on previous period)","Households; non-profit institutions serving households",":",""
"2006Q1","Netherlands","Percentage","Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data)","Gross household saving rate (B8G/(B6G+D8Net)*100)","Households; non-profit institutions serving households","2.74",""
"2006Q1","Netherlands","Percentage","Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data)","Gross investment rate of households (P51/(B6G+D8Net)*100)","Households; non-profit institutions serving households","15.28",""
"2006Q1","Netherlands","Percentage","Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data)","Household net financial assets ratio (BF90/(B6G+D8net))","Households; non-profit institutions serving households","1,096.82",""
"2006Q1","Netherlands","Percentage","Seasonally and calendar adjusted data","Adjusted gross disposable income of households in nominal terms per capita (percentage change on previous period)","Households; non-profit institutions serving households",":",""
"2006Q1","Netherlands","Percentage","Seasonally and calendar adjusted data","Adjusted gross disposable income of households in real terms per capita (percentage change on previous period)","Households; non-profit institutions serving households",":",""
"2006Q1","Netherlands","Percentage","Seasonally and calendar adjusted data","Actual final consumption in real terms per capita (percentage change on previous period)","Households; non-profit institutions serving households",":",""
"2006Q1","Netherlands","Percentage","Seasonally and calendar adjusted data","Gross household saving rate (B8G/(B6G+D8Net)*100)","Households; non-profit institutions serving households","9.43",""
"2006Q1","Netherlands","Percentage","Seasonally and calendar adjusted data","Gross investment rate of households (P51/(B6G+D8Net)*100)","Households; non-profit institutions serving households","13.43",""
"2006Q1","Netherlands","Percentage","Seasonally and calendar adjusted data","Household net financial assets ratio (BF90/(B6G+D8net))","Households; non-profit institutions serving households",":",""
"2006Q2","Netherlands","Percentage","Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data)","Adjusted gross disposable income of households in nominal terms per capita (percentage change on previous period)","Households; non-profit institutions serving households",":",""
"2006Q2","Netherlands","Percentage","Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data)","Adjusted gross disposable income of households in real terms per capita (percentage change on previous period)","Households; non-profit institutions serving households",":",""
"2006Q2","Netherlands","Percentage","Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data)","Actual final consumption in real terms per capita (percentage change on previous period)","Households; non-profit institutions serving households",":",""
"2006Q2","Netherlands","Percentage","Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data)","Gross household saving rate (B8G/(B6G+D8Net)*100)","Households; non-profit institutions serving households","21.47",""
"2006Q2","Netherlands","Percentage","Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data)","Gross investment rate of households (P51/(B6G+D8Net)*100)","Households; non-profit institutions serving households","12.82",""
"2006Q2","Netherlands","Percentage","Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data)","Household net financial assets ratio (BF90/(B6G+D8net))","Households; non-profit institutions serving households","843.42",""
"2006Q2","Netherlands","Percentage","Seasonally and calendar adjusted data","Adjusted gross disposable income of households in nominal terms per capita (percentage change on previous period)","Households; non-profit institutions serving households",":",""
"2006Q2","Netherlands","Percentage","Seasonally and calendar adjusted data","Adjusted gross disposable income of households in real terms per capita (percentage change on previous period)","Households; non-profit institutions serving households",":",""
"2006Q2","Netherlands","Percentage","Seasonally and calendar adjusted data","Actual final consumption in real terms per capita (percentage change on previous period)","Households; non-profit institutions serving households",":",""
"2006Q2","Netherlands","Percentage","Seasonally and calendar adjusted data","Gross household saving rate (B8G/(B6G+D8Net)*100)","Households; non-profit institutions serving households","9.45",""
"2006Q2","Netherlands","Percentage","Seasonally and calendar adjusted data","Gross investment rate of households (P51/(B6G+D8Net)*100)","Households; non-profit institutions serving households","14.28",""
"2006Q2","Netherlands","Percentage","Seasonally and calendar adjusted data","Household net financial assets ratio (BF90/(B6G+D8net))","Households; non-profit institutions serving households",":",""
"2006Q3","Netherlands","Percentage","Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data)","Adjusted gross disposable income of households in nominal terms per capita (percentage change on previous period)","Households; non-profit institutions serving households",":",""
"2006Q3","Netherlands","Percentage","Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data)","Adjusted gross disposable income of households in real terms per capita (percentage change on previous period)","Households; non-profit institutions serving households",":",""
"2006Q3","Netherlands","Percentage","Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data)","Actual final consumption in real terms per capita (percentage change on previous period)","Households; non-profit institutions serving households",":",""
"2006Q3","Netherlands","Percentage","Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data)","Gross household saving rate (B8G/(B6G+D8Net)*100)","Households; non-profit institutions serving households","3.77",""
"2006Q3","Netherlands","Percentage","Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data)","Gross investment rate of households (P51/(B6G+D8Net)*100)","Households; non-profit institutions serving households","13.87",""
"2006Q3","Netherlands","Percentage","Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data)","Household net financial assets ratio (BF90/(B6G+D8net))","Households; non-profit institutions serving households","1,029.96",""
"2006Q3","Netherlands","Percentage","Seasonally and calendar adjusted data","Adjusted gross disposable income of households in nominal terms per capita (percentage change on previous period)","Households; non-profit institutions serving households",":",""
"2006Q3","Netherlands","Percentage","Seasonally and calendar adjusted data","Adjusted gross disposable income of households in real terms per capita (percentage change on previous period)","Households; non-profit institutions serving households",":",""
"2006Q3","Netherlands","Percentage","Seasonally and calendar adjusted data","Actual final consumption in real terms per capita (percentage change on previous period)","Households; non-profit institutions serving households",":",""
"2006Q3","Netherlands","Percentage","Seasonally and calendar adjusted data","Gross household saving rate (B8G/(B6G+D8Net)*100)","Households; non-profit institutions serving households","8.68",""
"2006Q3","Netherlands","Percentage","Seasonally and calendar adjusted data","Gross investment rate of households (P51/(B6G+D8Net)*100)","Households; non-profit institutions serving households","14.56",""
"2006Q3","Netherlands","Percentage","Seasonally and calendar adjusted data","Household net financial assets ratio (BF90/(B6G+D8net))","Households; non-profit institutions serving households",":",""
"2006Q4","Netherlands","Percentage","Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data)","Adjusted gross disposable income of households in nominal terms per capita (percentage change on previous period)","Households; non-profit institutions serving households",":",""
"2006Q4","Netherlands","Percentage","Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data)","Adjusted gross disposable income of households in real terms per capita (percentage change on previous period)","Households; non-profit institutions serving households",":",""
"2006Q4","Netherlands","Percentage","Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data)","Actual final consumption in real terms per capita (percentage change on previous period)","Households; non-profit institutions serving households",":",""
"2006Q4","Netherlands","Percentage","Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data)","Gross household saving rate (B8G/(B6G+D8Net)*100)","Households; non-profit institutions serving households","5.47",""
"2006Q4","Netherlands","Percentage","Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data)","Gross investment rate of households (P51/(B6G+D8Net)*100)","Households; non-profit institutions serving households","15.55",""
"2006Q4","Netherlands","Percentage","Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data)","Household net financial assets ratio (BF90/(B6G+D8net))","Households; non-profit institutions serving households","1,040.66",""
"2006Q4","Netherlands","Percentage","Seasonally and calendar adjusted data","Adjusted gross disposable income of households in nominal terms per capita (percentage change on previous period)","Households; non-profit institutions serving households",":",""
"2006Q4","Netherlands","Percentage","Seasonally and calendar adjusted data","Adjusted gross disposable income of households in real terms per capita (percentage change on previous period)","Households; non-profit institutions serving households",":",""
"2006Q4","Netherlands","Percentage","Seasonally and calendar adjusted data","Actual final consumption in real terms per capita (percentage change on previous period)","Households; non-profit institutions serving households",":",""
"2006Q4","Netherlands","Percentage","Seasonally and calendar adjusted data","Gross household saving rate (B8G/(B6G+D8Net)*100)","Households; non-profit institutions serving households","8.94",""
"2006Q4","Netherlands","Percentage","Seasonally and calendar adjusted data","Gross investment rate of households (P51/(B6G+D8Net)*100)","Households; non-profit institutions serving households","15.01",""
"2006Q4","Netherlands","Percentage","Seasonally and calendar adjusted data","Household net financial assets ratio (BF90/(B6G+D8net))","Households; non-profit institutions serving households",":",""
"2007Q1","Netherlands","Percentage","Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data)","Adjusted gross disposable income of households in nominal terms per capita (percentage change on previous period)","Households; non-profit institutions serving households",":",""
"2007Q1","Netherlands","Percentage","Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data)","Adjusted gross disposable income of households in real terms per capita (percentage change on previous period)","Households; non-profit institutions serving households",":",""
"2007Q1","Netherlands","Percentage","Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data)","Actual final consumption in real terms per capita (percentage change on previous period)","Households; non-profit institutions serving households",":",""
"2007Q1","Netherlands","Percentage","Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data)","Gross household saving rate (B8G/(B6G+D8Net)*100)","Households; non-profit institutions serving households","2.49",""
"2007Q1","Netherlands","Percentage","Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data)","Gross investment rate of households (P51/(B6G+D8Net)*100)","Households; non-profit institutions serving households","17.30",""
"2007Q1","Netherlands","Percentage","Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data)","Household net financial assets ratio (BF90/(B6G+D8net))","Households; non-profit institutions serving households","1,064.48",""
"2007Q1","Netherlands","Percentage","Seasonally and calendar adjusted data","Adjusted gross disposable income of households in nominal terms per capita (percentage change on previous period)","Households; non-profit institutions serving households",":",""
"2007Q1","Netherlands","Percentage","Seasonally and calendar adjusted data","Adjusted gross disposable income of households in real terms per capita (percentage change on previous period)","Households; non-profit institutions serving households",":",""
"2007Q1","Netherlands","Percentage","Seasonally and calendar adjusted data","Actual final consumption in real terms per capita (percentage change on previous period)","Households; non-profit institutions serving households",":",""
"2007Q1","Netherlands","Percentage","Seasonally and calendar adjusted data","Gross household saving rate (B8G/(B6G+D8Net)*100)","Households; non-profit institutions serving households","9.23",""
"2007Q1","Netherlands","Percentage","Seasonally and calendar adjusted data","Gross investment rate of households (P51/(B6G+D8Net)*100)","Households; non-profit institutions serving households","15.20",""
"2007Q1","Netherlands","Percentage","Seasonally and calendar adjusted data","Household net financial assets ratio (BF90/(B6G+D8net))","Households; non-profit institutions serving households",":",""
"2007Q2","Netherlands","Percentage","Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data)","Adjusted gross disposable income of households in nominal terms per capita (percentage change on previous period)","Households; non-profit institutions serving households",":",""
"2007Q2","Netherlands","Percentage","Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data)","Adjusted gross disposable income of households in real terms per capita (percentage change on previous period)","Households; non-profit institutions serving households",":",""
"2007Q2","Netherlands","Percentage","Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data)","Actual final consumption in real terms per capita (percentage change on previous period)","Households; non-profit institutions serving households",":",""
"2007Q2","Netherlands","Percentage","Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data)","Gross household saving rate (B8G/(B6G+D8Net)*100)","Households; non-profit institutions serving households","21.37",""
"2007Q2","Netherlands","Percentage","Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data)","Gross investment rate of households (P51/(B6G+D8Net)*100)","Households; non-profit institutions serving households","13.93",""
"2007Q2","Netherlands","Percentage","Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data)","Household net financial assets ratio (BF90/(B6G+D8net))","Households; non-profit institutions serving households","831.86",""
"2007Q2","Netherlands","Percentage","Seasonally and calendar adjusted data","Adjusted gross disposable income of households in nominal terms per capita (percentage change on previous period)","Households; non-profit institutions serving households",":",""
"2007Q2","Netherlands","Percentage","Seasonally and calendar adjusted data","Adjusted gross disposable income of households in real terms per capita (percentage change on previous period)","Households; non-profit institutions serving households",":",""
