"LOCATION","INDICATOR","SUBJECT","MEASURE","FREQUENCY","TIME","Value","Flag Codes"
"AUS","HHSAVFORECAST","NET","PC_HHDI","A","2007",1.86210811641717,
"AUS","HHSAVFORECAST","NET","PC_HHDI","A","2008",5.98954511851726,
"AUS","HHSAVFORECAST","NET","PC_HHDI","A","2009",7.93908181664873,
"AUS","HHSAVFORECAST","NET","PC_HHDI","A","2010",7.63171202309467,
"AUS","HHSAVFORECAST","NET","PC_HHDI","A","2011",9.2810904988491,
"AUS","HHSAVFORECAST","NET","PC_HHDI","A","2012",7.76070409658201,
"AUS","HHSAVFORECAST","NET","PC_HHDI","A","2013",7.95420774080141,
"AUS","HHSAVFORECAST","NET","PC_HHDI","A","2014",8.32613664207077,
"AUS","HHSAVFORECAST","NET","PC_HHDI","A","2015",7.08715299940873,
"AUS","HHSAVFORECAST","NET","PC_HHDI","A","2016",5.47175610646327,
"AUS","HHSAVFORECAST","NET","PC_HHDI","A","2017",4.50557948984587,
"AUS","HHSAVFORECAST","NET","PC_HHDI","A","2018",3.35715673510448,
"AUS","HHSAVFORECAST","NET","PC_HHDI","A","2019",3.3820631334426,
"AUS","HHSAVFORECAST","NET","PC_HHDI","A","2020",3.19996482194825,
"AUS","HHSAVFORECAST","NET","PC_HHDI","A","2021",2.91050597942295,
"CZE","HHSAVFORECAST","NET","PC_HHDI","A","2005",6.1149500998244,
"CZE","HHSAVFORECAST","NET","PC_HHDI","A","2006",7.82560314257562,
"CZE","HHSAVFORECAST","NET","PC_HHDI","A","2007",6.99937273220083,
"CZE","HHSAVFORECAST","NET","PC_HHDI","A","2008",6.30461207699523,
"CZE","HHSAVFORECAST","NET","PC_HHDI","A","2009",8.53514868618771,
"CZE","HHSAVFORECAST","NET","PC_HHDI","A","2010",7.80159843654349,
"CZE","HHSAVFORECAST","NET","PC_HHDI","A","2011",6.02617287585813,
"CZE","HHSAVFORECAST","NET","PC_HHDI","A","2012",5.98726000747303,
"CZE","HHSAVFORECAST","NET","PC_HHDI","A","2013",5.61729045272223,
"CZE","HHSAVFORECAST","NET","PC_HHDI","A","2014",6.58831235055742,
"CZE","HHSAVFORECAST","NET","PC_HHDI","A","2015",6.84349652704584,
"CZE","HHSAVFORECAST","NET","PC_HHDI","A","2016",6.50043859063983,
"CZE","HHSAVFORECAST","NET","PC_HHDI","A","2017",4.38774939474083,
"CZE","HHSAVFORECAST","NET","PC_HHDI","A","2018",5.96533363661571,
"CZE","HHSAVFORECAST","NET","PC_HHDI","A","2019",6.66525962758875,
"CZE","HHSAVFORECAST","NET","PC_HHDI","A","2020",6.621997690286,
"CZE","HHSAVFORECAST","NET","PC_HHDI","A","2021",6.46436250686486,
"EST","HHSAVFORECAST","NET","PC_HHDI","A","2005",-8.57055994601276,
"EST","HHSAVFORECAST","NET","PC_HHDI","A","2006",-10.8909028738552,
"EST","HHSAVFORECAST","NET","PC_HHDI","A","2007",-6.90968574313244,
"EST","HHSAVFORECAST","NET","PC_HHDI","A","2008",1.8566045966865,
"EST","HHSAVFORECAST","NET","PC_HHDI","A","2009",7.18487956539107,
"EST","HHSAVFORECAST","NET","PC_HHDI","A","2010",4.17341410408617,
"EST","HHSAVFORECAST","NET","PC_HHDI","A","2011",4.81927208723061,
"EST","HHSAVFORECAST","NET","PC_HHDI","A","2012",5.05854014199715,
"EST","HHSAVFORECAST","NET","PC_HHDI","A","2013",4.39269922309874,
"EST","HHSAVFORECAST","NET","PC_HHDI","A","2014",6.45495320997344,
"EST","HHSAVFORECAST","NET","PC_HHDI","A","2015",6.79353452935634,
"EST","HHSAVFORECAST","NET","PC_HHDI","A","2016",6.52854102823148,
"EST","HHSAVFORECAST","NET","PC_HHDI","A","2017",7.87968508981905,
"EST","HHSAVFORECAST","NET","PC_HHDI","A","2018",8.22869966000209,
"EST","HHSAVFORECAST","NET","PC_HHDI","A","2019",9.60330673326126,
"EST","HHSAVFORECAST","NET","PC_HHDI","A","2020",7.74253517790203,
"EST","HHSAVFORECAST","NET","PC_HHDI","A","2021",6.82691043351005,
"NZL","HHSAVFORECAST","NET","PC_HHDI","A","2005",-5.99328368437886,
"NZL","HHSAVFORECAST","NET","PC_HHDI","A","2006",-4.12641647180809,
"NZL","HHSAVFORECAST","NET","PC_HHDI","A","2007",-0.44306430236718,
"NZL","HHSAVFORECAST","NET","PC_HHDI","A","2008",-2.17034591974967,
"NZL","HHSAVFORECAST","NET","PC_HHDI","A","2009",1.2451987494417,
"NZL","HHSAVFORECAST","NET","PC_HHDI","A","2010",2.07381281423014,
"NZL","HHSAVFORECAST","NET","PC_HHDI","A","2011",2.34293842195268,
"NZL","HHSAVFORECAST","NET","PC_HHDI","A","2012",0.434284811875746,
"NZL","HHSAVFORECAST","NET","PC_HHDI","A","2013",0.322429269917201,
"NZL","HHSAVFORECAST","NET","PC_HHDI","A","2014",-1.00861572110478,
"NZL","HHSAVFORECAST","NET","PC_HHDI","A","2015",-0.645968495856364,
"NZL","HHSAVFORECAST","NET","PC_HHDI","A","2016",0.103927682020511,
"NZL","HHSAVFORECAST","NET","PC_HHDI","A","2017",-1.43470757913565,
"NZL","HHSAVFORECAST","NET","PC_HHDI","A","2018",-1.04124521688586,
"NZL","HHSAVFORECAST","NET","PC_HHDI","A","2019",-0.656303687507747,
"NZL","HHSAVFORECAST","NET","PC_HHDI","A","2020",-0.573888617685932,
"NZL","HHSAVFORECAST","NET","PC_HHDI","A","2021",-0.353239650560395,
"SVK","HHSAVFORECAST","NET","PC_HHDI","A","2005",0.814893442591941,
"SVK","HHSAVFORECAST","NET","PC_HHDI","A","2006",0.308470739092095,
"SVK","HHSAVFORECAST","NET","PC_HHDI","A","2007",1.04528072334458,
"SVK","HHSAVFORECAST","NET","PC_HHDI","A","2008",0.236964287263493,
"SVK","HHSAVFORECAST","NET","PC_HHDI","A","2009",1.6908155689555,
"SVK","HHSAVFORECAST","NET","PC_HHDI","A","2010",2.56152532268835,
"SVK","HHSAVFORECAST","NET","PC_HHDI","A","2011",1.80365480841011,
"SVK","HHSAVFORECAST","NET","PC_HHDI","A","2012",1.85969822251062,
"SVK","HHSAVFORECAST","NET","PC_HHDI","A","2013",0.787694410455566,
"SVK","HHSAVFORECAST","NET","PC_HHDI","A","2014",1.365121323749,
"SVK","HHSAVFORECAST","NET","PC_HHDI","A","2015",3.08807076119701,
"SVK","HHSAVFORECAST","NET","PC_HHDI","A","2016",2.90575256868198,
"SVK","HHSAVFORECAST","NET","PC_HHDI","A","2017",2.47732729071941,
"SVK","HHSAVFORECAST","NET","PC_HHDI","A","2018",2.59136894247901,
"SVK","HHSAVFORECAST","NET","PC_HHDI","A","2019",4.01680876370124,
"SVK","HHSAVFORECAST","NET","PC_HHDI","A","2020",4.36464336376608,
"SVK","HHSAVFORECAST","NET","PC_HHDI","A","2021",4.36996831277664,
"USA","HHSAVFORECAST","NET","PC_HHDI","A","2005",3.16111361488542,
"USA","HHSAVFORECAST","NET","PC_HHDI","A","2006",3.84658670947396,
"USA","HHSAVFORECAST","NET","PC_HHDI","A","2007",3.72446771131921,
"USA","HHSAVFORECAST","NET","PC_HHDI","A","2008",4.98336079860851,
"USA","HHSAVFORECAST","NET","PC_HHDI","A","2009",6.11071837366264,
"USA","HHSAVFORECAST","NET","PC_HHDI","A","2010",6.54801549760519,
"USA","HHSAVFORECAST","NET","PC_HHDI","A","2011",7.15745617383593,
"USA","HHSAVFORECAST","NET","PC_HHDI","A","2012",8.8598549978622,
"USA","HHSAVFORECAST","NET","PC_HHDI","A","2013",6.40819479081255,
"USA","HHSAVFORECAST","NET","PC_HHDI","A","2014",7.34991334142645,
"USA","HHSAVFORECAST","NET","PC_HHDI","A","2015",7.61082206175081,
"USA","HHSAVFORECAST","NET","PC_HHDI","A","2016",6.76884964822245,
"USA","HHSAVFORECAST","NET","PC_HHDI","A","2017",6.95008784368138,
"USA","HHSAVFORECAST","NET","PC_HHDI","A","2018",7.68916448627338,
"USA","HHSAVFORECAST","NET","PC_HHDI","A","2019",8.1394767377383,
"USA","HHSAVFORECAST","NET","PC_HHDI","A","2020",7.94251061541934,
"USA","HHSAVFORECAST","NET","PC_HHDI","A","2021",8.01012275421923,
"SVN","HHSAVFORECAST","NET","PC_HHDI","A","2005",9.27180570413064,
"SVN","HHSAVFORECAST","NET","PC_HHDI","A","2006",10.5593165180336,
"SVN","HHSAVFORECAST","NET","PC_HHDI","A","2007",8.85343771244896,
"SVN","HHSAVFORECAST","NET","PC_HHDI","A","2008",8.51720501213919,
"SVN","HHSAVFORECAST","NET","PC_HHDI","A","2009",5.99125130860632,
"SVN","HHSAVFORECAST","NET","PC_HHDI","A","2010",4.37582625186392,
"SVN","HHSAVFORECAST","NET","PC_HHDI","A","2011",2.9579956029948,
"SVN","HHSAVFORECAST","NET","PC_HHDI","A","2012",0.0237996456168666,
"SVN","HHSAVFORECAST","NET","PC_HHDI","A","2013",2.41894885286166,
"SVN","HHSAVFORECAST","NET","PC_HHDI","A","2014",2.41727701532138,
"SVN","HHSAVFORECAST","NET","PC_HHDI","A","2015",2.78872865142805,
"SVN","HHSAVFORECAST","NET","PC_HHDI","A","2016",3.3727565226317,
"SVN","HHSAVFORECAST","NET","PC_HHDI","A","2017",4.56284433177692,
"SVN","HHSAVFORECAST","NET","PC_HHDI","A","2018",4.99543580881661,
"SVN","HHSAVFORECAST","NET","PC_HHDI","A","2019",5.96838630355702,
"SVN","HHSAVFORECAST","NET","PC_HHDI","A","2020",5.73016256442163,
"SVN","HHSAVFORECAST","NET","PC_HHDI","A","2021",5.17150675015859,
"KOR","HHSAVFORECAST","NET","PC_HHDI","A","2005",4.99224541305045,
"KOR","HHSAVFORECAST","NET","PC_HHDI","A","2006",3.80313448190879,
"KOR","HHSAVFORECAST","NET","PC_HHDI","A","2007",2.0753136197689,
"KOR","HHSAVFORECAST","NET","PC_HHDI","A","2008",2.34390612103541,
"KOR","HHSAVFORECAST","NET","PC_HHDI","A","2009",3.38917144778636,
"KOR","HHSAVFORECAST","NET","PC_HHDI","A","2010",3.17578903028794,
"KOR","HHSAVFORECAST","NET","PC_HHDI","A","2011",2.54560165570794,
"KOR","HHSAVFORECAST","NET","PC_HHDI","A","2012",3.16246810335725,
"KOR","HHSAVFORECAST","NET","PC_HHDI","A","2013",5.21048760253892,
"KOR","HHSAVFORECAST","NET","PC_HHDI","A","2014",6.83280625597767,
"KOR","HHSAVFORECAST","NET","PC_HHDI","A","2015",9.62961964851765,
"KOR","HHSAVFORECAST","NET","PC_HHDI","A","2016",8.65963600833524,
"KOR","HHSAVFORECAST","NET","PC_HHDI","A","2017",7.54195187557787,
"KOR","HHSAVFORECAST","NET","PC_HHDI","A","2018",8.01913476138867,
"KOR","HHSAVFORECAST","NET","PC_HHDI","A","2019",9.17164657945155,
"KOR","HHSAVFORECAST","NET","PC_HHDI","A","2020",9.24438364178211,
"KOR","HHSAVFORECAST","NET","PC_HHDI","A","2021",8.39935660614318,
"NLD","HHSAVFORECAST","NET","PC_HHDI","A","2005",2.48856716991669,
"NLD","HHSAVFORECAST","NET","PC_HHDI","A","2006",1.79334844995322,
"NLD","HHSAVFORECAST","NET","PC_HHDI","A","2007",1.75447009659519,
"NLD","HHSAVFORECAST","NET","PC_HHDI","A","2008",3.62900332074192,
"NLD","HHSAVFORECAST","NET","PC_HHDI","A","2009",7.49273470075394,
"NLD","HHSAVFORECAST","NET","PC_HHDI","A","2010",5.74132717291144,
"NLD","HHSAVFORECAST","NET","PC_HHDI","A","2011",6.63514860983981,
"NLD","HHSAVFORECAST","NET","PC_HHDI","A","2012",8.29622497693266,
"NLD","HHSAVFORECAST","NET","PC_HHDI","A","2013",8.55213095593204,
"NLD","HHSAVFORECAST","NET","PC_HHDI","A","2014",9.86351125950634,
"NLD","HHSAVFORECAST","NET","PC_HHDI","A","2015",9.54843478539232,
"NLD","HHSAVFORECAST","NET","PC_HHDI","A","2016",10.2536142371553,
"NLD","HHSAVFORECAST","NET","PC_HHDI","A","2017",8.78682895422634,
"NLD","HHSAVFORECAST","NET","PC_HHDI","A","2018",8.3985889233163,
"NLD","HHSAVFORECAST","NET","PC_HHDI","A","2019",7.82139768221326,
"NLD","HHSAVFORECAST","NET","PC_HHDI","A","2020",7.96754071957506,
"NLD","HHSAVFORECAST","NET","PC_HHDI","A","2021",8.07189955290791,
"CAN","HHSAVFORECAST","NET","PC_HHDI","A","2005",1.33096414639164,
"CAN","HHSAVFORECAST","NET","PC_HHDI","A","2006",2.47312897478121,
"CAN","HHSAVFORECAST","NET","PC_HHDI","A","2007",2.00010468707289,
"CAN","HHSAVFORECAST","NET","PC_HHDI","A","2008",3.2009253139458,
"CAN","HHSAVFORECAST","NET","PC_HHDI","A","2009",4.4669763631576,
"CAN","HHSAVFORECAST","NET","PC_HHDI","A","2010",4.07300187234712,
"CAN","HHSAVFORECAST","NET","PC_HHDI","A","2011",4.12324646816017,
"CAN","HHSAVFORECAST","NET","PC_HHDI","A","2012",4.76988740388136,
"CAN","HHSAVFORECAST","NET","PC_HHDI","A","2013",4.85980195480319,
"CAN","HHSAVFORECAST","NET","PC_HHDI","A","2014",3.65510320948432,
"CAN","HHSAVFORECAST","NET","PC_HHDI","A","2015",4.34100306954248,
"CAN","HHSAVFORECAST","NET","PC_HHDI","A","2016",1.6174971020446,
"CAN","HHSAVFORECAST","NET","PC_HHDI","A","2017",1.53270031564199,
"CAN","HHSAVFORECAST","NET","PC_HHDI","A","2018",1.37050435595471,
"CAN","HHSAVFORECAST","NET","PC_HHDI","A","2019",1.62383614829358,
"CAN","HHSAVFORECAST","NET","PC_HHDI","A","2020",1.88338481593188,
"CAN","HHSAVFORECAST","NET","PC_HHDI","A","2021",2.13477826007155,
"JPN","HHSAVFORECAST","NET","PC_HHDI","A","2005",3.44748903058125,
"JPN","HHSAVFORECAST","NET","PC_HHDI","A","2006",2.5130928881564,
"JPN","HHSAVFORECAST","NET","PC_HHDI","A","2007",2.53680946652371,
"JPN","HHSAVFORECAST","NET","PC_HHDI","A","2008",2.5195331154927,
"JPN","HHSAVFORECAST","NET","PC_HHDI","A","2009",4.00312218987821,
"JPN","HHSAVFORECAST","NET","PC_HHDI","A","2010",3.74184139264218,
"JPN","HHSAVFORECAST","NET","PC_HHDI","A","2011",4.04167855300338,
"JPN","HHSAVFORECAST","NET","PC_HHDI","A","2012",2.8033301999546,
"JPN","HHSAVFORECAST","NET","PC_HHDI","A","2013",0.435312718038099,
"JPN","HHSAVFORECAST","NET","PC_HHDI","A","2014",-0.184488663261862,
"JPN","HHSAVFORECAST","NET","PC_HHDI","A","2015",1.21085769250872,
"JPN","HHSAVFORECAST","NET","PC_HHDI","A","2016",2.89042433536328,
"JPN","HHSAVFORECAST","NET","PC_HHDI","A","2017",2.54615429106429,
"JPN","HHSAVFORECAST","NET","PC_HHDI","A","2018",4.33039098372818,
"JPN","HHSAVFORECAST","NET","PC_HHDI","A","2019",4.45970558729911,
"JPN","HHSAVFORECAST","NET","PC_HHDI","A","2020",4.95921899993747,
"JPN","HHSAVFORECAST","NET","PC_HHDI","A","2021",4.77405227892438,
"FIN","HHSAVFORECAST","NET","PC_HHDI","A","2005",0.50873862032033,
"FIN","HHSAVFORECAST","NET","PC_HHDI","A","2006",-1.02983954208499,
"FIN","HHSAVFORECAST","NET","PC_HHDI","A","2007",-0.703710270845309,
"FIN","HHSAVFORECAST","NET","PC_HHDI","A","2008",-0.406593521749606,
"FIN","HHSAVFORECAST","NET","PC_HHDI","A","2009",3.29088348741815,
"FIN","HHSAVFORECAST","NET","PC_HHDI","A","2010",3.26677347504986,
"FIN","HHSAVFORECAST","NET","PC_HHDI","A","2011",1.05282947922542,
"FIN","HHSAVFORECAST","NET","PC_HHDI","A","2012",0.352199873428164,
"FIN","HHSAVFORECAST","NET","PC_HHDI","A","2013",0.947506866964306,
"FIN","HHSAVFORECAST","NET","PC_HHDI","A","2014",-0.00265957446786529,
"FIN","HHSAVFORECAST","NET","PC_HHDI","A","2015",-0.451939939101736,
"FIN","HHSAVFORECAST","NET","PC_HHDI","A","2016",-1.34741067293322,
"FIN","HHSAVFORECAST","NET","PC_HHDI","A","2017",-1.10911018731991,
"FIN","HHSAVFORECAST","NET","PC_HHDI","A","2018",-1.17117854011993,
"FIN","HHSAVFORECAST","NET","PC_HHDI","A","2019",-0.399976528196312,
"FIN","HHSAVFORECAST","NET","PC_HHDI","A","2020",0.0867366946297772,
"FIN","HHSAVFORECAST","NET","PC_HHDI","A","2021",0.393583935265271,
"CHE","HHSAVFORECAST","NET","PC_HHDI","A","2005",12.8009182525976,
"CHE","HHSAVFORECAST","NET","PC_HHDI","A","2006",14.5167016678906,
"CHE","HHSAVFORECAST","NET","PC_HHDI","A","2007",16.0894822819039,
"CHE","HHSAVFORECAST","NET","PC_HHDI","A","2008",15.4279682132608,
"CHE","HHSAVFORECAST","NET","PC_HHDI","A","2009",15.803250864812,
"CHE","HHSAVFORECAST","NET","PC_HHDI","A","2010",15.7130795464177,
"CHE","HHSAVFORECAST","NET","PC_HHDI","A","2011",16.7722679670331,
"CHE","HHSAVFORECAST","NET","PC_HHDI","A","2012",17.3531710446377,
"CHE","HHSAVFORECAST","NET","PC_HHDI","A","2013",17.5330896084791,
"CHE","HHSAVFORECAST","NET","PC_HHDI","A","2014",18.8779581081452,
"CHE","HHSAVFORECAST","NET","PC_HHDI","A","2015",18.215051959335,
"CHE","HHSAVFORECAST","NET","PC_HHDI","A","2016",17.7857485929714,
"CHE","HHSAVFORECAST","NET","PC_HHDI","A","2017",17.3219235017458,
"CHE","HHSAVFORECAST","NET","PC_HHDI","A","2018",17.34428178594,
"CHE","HHSAVFORECAST","NET","PC_HHDI","A","2019",17.6486320673687,
"CHE","HHSAVFORECAST","NET","PC_HHDI","A","2020",17.5819859785654,
"CHE","HHSAVFORECAST","NET","PC_HHDI","A","2021",17.3004880234474,
"LUX","HHSAVFORECAST","NET","PC_HHDI","A","2008",11.5356071432832,
"LUX","HHSAVFORECAST","NET","PC_HHDI","A","2009",12.4845290093003,
"LUX","HHSAVFORECAST","NET","PC_HHDI","A","2010",15.2702012686795,
"LUX","HHSAVFORECAST","NET","PC_HHDI","A","2011",13.0590076121281,
"LUX","HHSAVFORECAST","NET","PC_HHDI","A","2012",14.357592443591,
"LUX","HHSAVFORECAST","NET","PC_HHDI","A","2013",14.498132458314,
"LUX","HHSAVFORECAST","NET","PC_HHDI","A","2014",15.2024245717913,
"LUX","HHSAVFORECAST","NET","PC_HHDI","A","2015",15.0280101560125,
"LUX","HHSAVFORECAST","NET","PC_HHDI","A","2016",13.6631571508285,
"LUX","HHSAVFORECAST","NET","PC_HHDI","A","2017",16.0432601800428,
"LUX","HHSAVFORECAST","NET","PC_HHDI","A","2018",15.9967612499661,
"LUX","HHSAVFORECAST","NET","PC_HHDI","A","2019",14.5277148131418,
"LUX","HHSAVFORECAST","NET","PC_HHDI","A","2020",13.5789841392532,
"LUX","HHSAVFORECAST","NET","PC_HHDI","A","2021",13.1808943364734,
"BEL","HHSAVFORECAST","NET","PC_HHDI","A","2005",10.184735710472,
"BEL","HHSAVFORECAST","NET","PC_HHDI","A","2006",10.8563264890247,
"BEL","HHSAVFORECAST","NET","PC_HHDI","A","2007",11.2380743262931,
"BEL","HHSAVFORECAST","NET","PC_HHDI","A","2008",11.8859658436826,
"BEL","HHSAVFORECAST","NET","PC_HHDI","A","2009",12.1672894977989,
"BEL","HHSAVFORECAST","NET","PC_HHDI","A","2010",9.2575670795423,
"BEL","HHSAVFORECAST","NET","PC_HHDI","A","2011",8.3496777543877,
"BEL","HHSAVFORECAST","NET","PC_HHDI","A","2012",7.86810855002538,
"BEL","HHSAVFORECAST","NET","PC_HHDI","A","2013",6.57913642488807,
"BEL","HHSAVFORECAST","NET","PC_HHDI","A","2014",6.40555612582685,
"BEL","HHSAVFORECAST","NET","PC_HHDI","A","2015",5.52605837659283,
"BEL","HHSAVFORECAST","NET","PC_HHDI","A","2016",5.41460568117548,
"BEL","HHSAVFORECAST","NET","PC_HHDI","A","2017",5.20785626174655,
"BEL","HHSAVFORECAST","NET","PC_HHDI","A","2018",4.83995242994345,
"BEL","HHSAVFORECAST","NET","PC_HHDI","A","2019",5.10654901656016,
"BEL","HHSAVFORECAST","NET","PC_HHDI","A","2020",5.17938067945967,
"BEL","HHSAVFORECAST","NET","PC_HHDI","A","2021",5.15737551435074,
"POL","HHSAVFORECAST","NET","PC_HHDI","A","2005",2.16556345509519,
"POL","HHSAVFORECAST","NET","PC_HHDI","A","2006",2.03169088587405,
"POL","HHSAVFORECAST","NET","PC_HHDI","A","2007",2.05108608261049,
"POL","HHSAVFORECAST","NET","PC_HHDI","A","2008",0.296018370957817,
"POL","HHSAVFORECAST","NET","PC_HHDI","A","2009",2.82055263233562,
"POL","HHSAVFORECAST","NET","PC_HHDI","A","2010",2.38197632066281,
"POL","HHSAVFORECAST","NET","PC_HHDI","A","2011",-1.08882539535918,
"POL","HHSAVFORECAST","NET","PC_HHDI","A","2012",-1.10768063858565,
"POL","HHSAVFORECAST","NET","PC_HHDI","A","2013",-0.0691762378631786,
"POL","HHSAVFORECAST","NET","PC_HHDI","A","2014",-0.363107288679039,
"POL","HHSAVFORECAST","NET","PC_HHDI","A","2015",-0.44448350405461,
"POL","HHSAVFORECAST","NET","PC_HHDI","A","2016",1.46074221349433,
"POL","HHSAVFORECAST","NET","PC_HHDI","A","2017",0.385172821189142,
"POL","HHSAVFORECAST","NET","PC_HHDI","A","2018",0.309933075824715,
"POL","HHSAVFORECAST","NET","PC_HHDI","A","2019",1.3760107336509,
"POL","HHSAVFORECAST","NET","PC_HHDI","A","2020",1.94140331924887,
"POL","HHSAVFORECAST","NET","PC_HHDI","A","2021",1.51126778198269,
"ITA","HHSAVFORECAST","NET","PC_HHDI","A","2005",8.90419966465364,
"ITA","HHSAVFORECAST","NET","PC_HHDI","A","2006",8.30486287835902,
"ITA","HHSAVFORECAST","NET","PC_HHDI","A","2007",7.81497858411509,
"ITA","HHSAVFORECAST","NET","PC_HHDI","A","2008",7.38186306029941,
"ITA","HHSAVFORECAST","NET","PC_HHDI","A","2009",6.75978520347095,
"ITA","HHSAVFORECAST","NET","PC_HHDI","A","2010",3.93452869168327,
"ITA","HHSAVFORECAST","NET","PC_HHDI","A","2011",3.40733016694294,
"ITA","HHSAVFORECAST","NET","PC_HHDI","A","2012",1.47348924580734,
"ITA","HHSAVFORECAST","NET","PC_HHDI","A","2013",3.29320546345024,
"ITA","HHSAVFORECAST","NET","PC_HHDI","A","2014",3.69116202333907,
"ITA","HHSAVFORECAST","NET","PC_HHDI","A","2015",2.88626613689021,
"ITA","HHSAVFORECAST","NET","PC_HHDI","A","2016",3.00965548052118,
"ITA","HHSAVFORECAST","NET","PC_HHDI","A","2017",2.53735220184337,
"ITA","HHSAVFORECAST","NET","PC_HHDI","A","2018",2.45136777377669,
"ITA","HHSAVFORECAST","NET","PC_HHDI","A","2019",4.31022783692973,
"ITA","HHSAVFORECAST","NET","PC_HHDI","A","2020",5.15416538969595,
"ITA","HHSAVFORECAST","NET","PC_HHDI","A","2021",5.25296086640907,
"DEU","HHSAVFORECAST","NET","PC_HHDI","A","2005",10.5625575498489,
"DEU","HHSAVFORECAST","NET","PC_HHDI","A","2006",10.6363050986361,
"DEU","HHSAVFORECAST","NET","PC_HHDI","A","2007",10.6952260899198,
"DEU","HHSAVFORECAST","NET","PC_HHDI","A","2008",10.9116927491948,
"DEU","HHSAVFORECAST","NET","PC_HHDI","A","2009",10.3741929451853,
"DEU","HHSAVFORECAST","NET","PC_HHDI","A","2010",10.3066264364387,
"DEU","HHSAVFORECAST","NET","PC_HHDI","A","2011",10.0206254967502,
"DEU","HHSAVFORECAST","NET","PC_HHDI","A","2012",9.65167700195514,
"DEU","HHSAVFORECAST","NET","PC_HHDI","A","2013",9.28879854605068,
"DEU","HHSAVFORECAST","NET","PC_HHDI","A","2014",9.83610905000669,
"DEU","HHSAVFORECAST","NET","PC_HHDI","A","2015",10.0617457198989,
"DEU","HHSAVFORECAST","NET","PC_HHDI","A","2016",10.153520237006,
"DEU","HHSAVFORECAST","NET","PC_HHDI","A","2017",10.4224644321604,
"DEU","HHSAVFORECAST","NET","PC_HHDI","A","2018",10.9533845614096,
"DEU","HHSAVFORECAST","NET","PC_HHDI","A","2019",10.963899843492,
"DEU","HHSAVFORECAST","NET","PC_HHDI","A","2020",10.9493646712835,
"DEU","HHSAVFORECAST","NET","PC_HHDI","A","2021",10.7963554782393,
"DNK","HHSAVFORECAST","NET","PC_HHDI","A","2005",-4.27286697143581,
"DNK","HHSAVFORECAST","NET","PC_HHDI","A","2006",-1.52567575825473,
