"LOCATION","INDICATOR","SUBJECT","MEASURE","FREQUENCY","TIME","Value","Flag Codes"
"DNK","HHSAVFORECAST","NET","PC_HHDI","A","2007",-3.03377039525239,
"DNK","HHSAVFORECAST","NET","PC_HHDI","A","2008",-4.09937009679,
"DNK","HHSAVFORECAST","NET","PC_HHDI","A","2009",0.656942818250165,
"DNK","HHSAVFORECAST","NET","PC_HHDI","A","2010",1.83706415835002,
"DNK","HHSAVFORECAST","NET","PC_HHDI","A","2011",0.799523783366273,
"DNK","HHSAVFORECAST","NET","PC_HHDI","A","2012",0.122214384216146,
"DNK","HHSAVFORECAST","NET","PC_HHDI","A","2013",2.33988932454011,
"DNK","HHSAVFORECAST","NET","PC_HHDI","A","2014",-2.89783408570045,
"DNK","HHSAVFORECAST","NET","PC_HHDI","A","2015",3.90872823100604,
"DNK","HHSAVFORECAST","NET","PC_HHDI","A","2016",4.48545560594603,
"DNK","HHSAVFORECAST","NET","PC_HHDI","A","2017",6.19786162338827,
"DNK","HHSAVFORECAST","NET","PC_HHDI","A","2018",6.57213153174187,
"DNK","HHSAVFORECAST","NET","PC_HHDI","A","2019",3.88145820224368,
"DNK","HHSAVFORECAST","NET","PC_HHDI","A","2020",6.76306181556563,
"DNK","HHSAVFORECAST","NET","PC_HHDI","A","2021",6.8482774213587,
"SWE","HHSAVFORECAST","NET","PC_HHDI","A","2005",3.61886357936024,
"SWE","HHSAVFORECAST","NET","PC_HHDI","A","2006",5.71707340673871,
"SWE","HHSAVFORECAST","NET","PC_HHDI","A","2007",8.36709855144891,
"SWE","HHSAVFORECAST","NET","PC_HHDI","A","2008",10.0350291283114,
"SWE","HHSAVFORECAST","NET","PC_HHDI","A","2009",9.17423822953095,
"SWE","HHSAVFORECAST","NET","PC_HHDI","A","2010",9.96654059946971,
"SWE","HHSAVFORECAST","NET","PC_HHDI","A","2011",10.9344135197885,
"SWE","HHSAVFORECAST","NET","PC_HHDI","A","2012",13.0442358308388,
"SWE","HHSAVFORECAST","NET","PC_HHDI","A","2013",13.3740968227346,
"SWE","HHSAVFORECAST","NET","PC_HHDI","A","2014",13.9191224846614,
"SWE","HHSAVFORECAST","NET","PC_HHDI","A","2015",12.1478013250305,
"SWE","HHSAVFORECAST","NET","PC_HHDI","A","2016",13.9108623268582,
"SWE","HHSAVFORECAST","NET","PC_HHDI","A","2017",13.3130181813933,
"SWE","HHSAVFORECAST","NET","PC_HHDI","A","2018",15.3998046184864,
"SWE","HHSAVFORECAST","NET","PC_HHDI","A","2019",17.1391355489034,
"SWE","HHSAVFORECAST","NET","PC_HHDI","A","2020",17.3310337179347,
"SWE","HHSAVFORECAST","NET","PC_HHDI","A","2021",17.6416597395866,
"NOR","HHSAVFORECAST","NET","PC_HHDI","A","2005",9.68982811510932,
"NOR","HHSAVFORECAST","NET","PC_HHDI","A","2006",-0.424791713578026,
"NOR","HHSAVFORECAST","NET","PC_HHDI","A","2007",0.939591444854841,
"NOR","HHSAVFORECAST","NET","PC_HHDI","A","2008",3.75815705001835,
"NOR","HHSAVFORECAST","NET","PC_HHDI","A","2009",5.22172757481222,
"NOR","HHSAVFORECAST","NET","PC_HHDI","A","2010",4.01956058431022,
"NOR","HHSAVFORECAST","NET","PC_HHDI","A","2011",5.87246483039181,
"NOR","HHSAVFORECAST","NET","PC_HHDI","A","2012",7.12328334524152,
"NOR","HHSAVFORECAST","NET","PC_HHDI","A","2013",7.41511614737681,
"NOR","HHSAVFORECAST","NET","PC_HHDI","A","2014",8.20688746157111,
"NOR","HHSAVFORECAST","NET","PC_HHDI","A","2015",10.3378319305023,
"NOR","HHSAVFORECAST","NET","PC_HHDI","A","2016",7.25151490477179,
"NOR","HHSAVFORECAST","NET","PC_HHDI","A","2017",6.72457599458509,
"NOR","HHSAVFORECAST","NET","PC_HHDI","A","2018",6.515059851536,
"NOR","HHSAVFORECAST","NET","PC_HHDI","A","2019",6.69200425376694,
"NOR","HHSAVFORECAST","NET","PC_HHDI","A","2020",6.84327138094783,
"NOR","HHSAVFORECAST","NET","PC_HHDI","A","2021",7.00656082230841,
"IRL","HHSAVFORECAST","NET","PC_HHDI","A","2005",1.53738743640634,
"IRL","HHSAVFORECAST","NET","PC_HHDI","A","2006",-0.688740828803468,
"IRL","HHSAVFORECAST","NET","PC_HHDI","A","2007",-0.970017829790929,
"IRL","HHSAVFORECAST","NET","PC_HHDI","A","2008",4.777930231236,
"IRL","HHSAVFORECAST","NET","PC_HHDI","A","2009",9.59444387312458,
"IRL","HHSAVFORECAST","NET","PC_HHDI","A","2010",7.67953263120242,
"IRL","HHSAVFORECAST","NET","PC_HHDI","A","2011",3.80602801950075,
"IRL","HHSAVFORECAST","NET","PC_HHDI","A","2012",6.54613144797814,
"IRL","HHSAVFORECAST","NET","PC_HHDI","A","2013",4.81502866634209,
"IRL","HHSAVFORECAST","NET","PC_HHDI","A","2014",3.28417477803967,
"IRL","HHSAVFORECAST","NET","PC_HHDI","A","2015",3.87467675493831,
"IRL","HHSAVFORECAST","NET","PC_HHDI","A","2016",3.24922944911747,
"IRL","HHSAVFORECAST","NET","PC_HHDI","A","2017",5.96873520023627,
"IRL","HHSAVFORECAST","NET","PC_HHDI","A","2018",5.7789120806988,
"IRL","HHSAVFORECAST","NET","PC_HHDI","A","2019",5.76317421584856,
"IRL","HHSAVFORECAST","NET","PC_HHDI","A","2020",5.601413807257,
"IRL","HHSAVFORECAST","NET","PC_HHDI","A","2021",5.20138280381675,
"ESP","HHSAVFORECAST","NET","PC_HHDI","A","2005",4.17556886611032,
"ESP","HHSAVFORECAST","NET","PC_HHDI","A","2006",2.27223701506623,
"ESP","HHSAVFORECAST","NET","PC_HHDI","A","2007",0.667466879059484,
"ESP","HHSAVFORECAST","NET","PC_HHDI","A","2008",2.96426293735246,
"ESP","HHSAVFORECAST","NET","PC_HHDI","A","2009",6.8337820113529,
"ESP","HHSAVFORECAST","NET","PC_HHDI","A","2010",4.93883285863138,
"ESP","HHSAVFORECAST","NET","PC_HHDI","A","2011",5.78366827054869,
"ESP","HHSAVFORECAST","NET","PC_HHDI","A","2012",2.09533745541325,
"ESP","HHSAVFORECAST","NET","PC_HHDI","A","2013",3.86152818739834,
"ESP","HHSAVFORECAST","NET","PC_HHDI","A","2014",2.14363402024809,
"ESP","HHSAVFORECAST","NET","PC_HHDI","A","2015",3.03265761434009,
"ESP","HHSAVFORECAST","NET","PC_HHDI","A","2016",2.82793034651365,
"ESP","HHSAVFORECAST","NET","PC_HHDI","A","2017",1.15023443386807,
"ESP","HHSAVFORECAST","NET","PC_HHDI","A","2018",1.51756391573368,
"ESP","HHSAVFORECAST","NET","PC_HHDI","A","2019",2.32396203104787,
"ESP","HHSAVFORECAST","NET","PC_HHDI","A","2020",2.56039333764052,
"ESP","HHSAVFORECAST","NET","PC_HHDI","A","2021",3.00208250483156,
"LTU","HHSAVFORECAST","NET","PC_HHDI","A","2005",1.28740032963058,
"LTU","HHSAVFORECAST","NET","PC_HHDI","A","2006",2.54527671529406,
"LTU","HHSAVFORECAST","NET","PC_HHDI","A","2007",-7.28701450495911,
"LTU","HHSAVFORECAST","NET","PC_HHDI","A","2008",-3.56346037467925,
"LTU","HHSAVFORECAST","NET","PC_HHDI","A","2009",1.77307638097556,
"LTU","HHSAVFORECAST","NET","PC_HHDI","A","2010",4.79579029255339,
"LTU","HHSAVFORECAST","NET","PC_HHDI","A","2011",0.987629051948306,
"LTU","HHSAVFORECAST","NET","PC_HHDI","A","2012",-0.686742835508695,
"LTU","HHSAVFORECAST","NET","PC_HHDI","A","2013",-1.3377078460165,
"LTU","HHSAVFORECAST","NET","PC_HHDI","A","2014",-3.54988786293337,
"LTU","HHSAVFORECAST","NET","PC_HHDI","A","2015",-3.42907118320108,
"LTU","HHSAVFORECAST","NET","PC_HHDI","A","2016",-0.8223726085493,
"LTU","HHSAVFORECAST","NET","PC_HHDI","A","2017",-3.567763856895,
"LTU","HHSAVFORECAST","NET","PC_HHDI","A","2018",-5.06777300723629,
"LTU","HHSAVFORECAST","NET","PC_HHDI","A","2019",-4.85469736773693,
"LTU","HHSAVFORECAST","NET","PC_HHDI","A","2020",-4.74721045084326,
"LTU","HHSAVFORECAST","NET","PC_HHDI","A","2021",-4.64863131658268,
"LVA","HHSAVFORECAST","NET","PC_HHDI","A","2005",-6.89161870393278,
"LVA","HHSAVFORECAST","NET","PC_HHDI","A","2006",-12.046147996894,
"LVA","HHSAVFORECAST","NET","PC_HHDI","A","2007",-11.3240718287225,
"LVA","HHSAVFORECAST","NET","PC_HHDI","A","2008",2.82438038597204,
"LVA","HHSAVFORECAST","NET","PC_HHDI","A","2009",5.970229544747,
"LVA","HHSAVFORECAST","NET","PC_HHDI","A","2010",-2.3574345826266,
"LVA","HHSAVFORECAST","NET","PC_HHDI","A","2011",-16.1973239552403,
"LVA","HHSAVFORECAST","NET","PC_HHDI","A","2012",-15.6530057740875,
"LVA","HHSAVFORECAST","NET","PC_HHDI","A","2013",-16.5186342588673,
"LVA","HHSAVFORECAST","NET","PC_HHDI","A","2014",-13.682293127011,
"LVA","HHSAVFORECAST","NET","PC_HHDI","A","2015",-8.85834549558913,
"LVA","HHSAVFORECAST","NET","PC_HHDI","A","2016",-5.01169130391935,
"LVA","HHSAVFORECAST","NET","PC_HHDI","A","2017",-5.10342851597944,
"LVA","HHSAVFORECAST","NET","PC_HHDI","A","2018",-2.58738582119001,
"LVA","HHSAVFORECAST","NET","PC_HHDI","A","2019",-0.193425948201562,
"LVA","HHSAVFORECAST","NET","PC_HHDI","A","2020",1.44075288543416,
"LVA","HHSAVFORECAST","NET","PC_HHDI","A","2021",2.86585558614062,
"EA17","HHSAVFORECAST","NET","PC_HHDI","A","2005",7.78309193405608,
"EA17","HHSAVFORECAST","NET","PC_HHDI","A","2006",7.48788768404329,
"EA17","HHSAVFORECAST","NET","PC_HHDI","A","2007",7.23064440877147,
"EA17","HHSAVFORECAST","NET","PC_HHDI","A","2008",7.58180908992902,
"EA17","HHSAVFORECAST","NET","PC_HHDI","A","2009",8.58169652385927,
"EA17","HHSAVFORECAST","NET","PC_HHDI","A","2010",7.37319004465066,
"EA17","HHSAVFORECAST","NET","PC_HHDI","A","2011",6.99996331733493,
"EA17","HHSAVFORECAST","NET","PC_HHDI","A","2012",6.35351009095705,
"EA17","HHSAVFORECAST","NET","PC_HHDI","A","2013",6.2343107690147,
"EA17","HHSAVFORECAST","NET","PC_HHDI","A","2014",6.39647711705356,
"EA17","HHSAVFORECAST","NET","PC_HHDI","A","2015",6.25752776463454,
"EA17","HHSAVFORECAST","NET","PC_HHDI","A","2016",6.32822719655719,
"EA17","HHSAVFORECAST","NET","PC_HHDI","A","2017",6.03787306491692,
"EA17","HHSAVFORECAST","NET","PC_HHDI","A","2018",6.28661065717508,
"EA17","HHSAVFORECAST","NET","PC_HHDI","A","2019",6.94272409140974,
"EA17","HHSAVFORECAST","NET","PC_HHDI","A","2020",7.20161456403078,
"EA17","HHSAVFORECAST","NET","PC_HHDI","A","2021",7.20715848704394,
"BGR","HHSAVFORECAST","NET","PC_HHDI","A","2005",-11.8517740919589,
"BGR","HHSAVFORECAST","NET","PC_HHDI","A","2006",-9.59475750363204,
"BGR","HHSAVFORECAST","NET","PC_HHDI","A","2007",-17.3720578708702,
"BGR","HHSAVFORECAST","NET","PC_HHDI","A","2008",-6.42479887683016,
"BGR","HHSAVFORECAST","NET","PC_HHDI","A","2009",0.93560695884622,
"BGR","HHSAVFORECAST","NET","PC_HHDI","A","2010",-1.44810428051969,
"BGR","HHSAVFORECAST","NET","PC_HHDI","A","2011",-0.101460231568065,
"BGR","HHSAVFORECAST","NET","PC_HHDI","A","2012",-6.11111111111112,
"BGR","HHSAVFORECAST","NET","PC_HHDI","A","2013",0.561414452523445,
"BGR","HHSAVFORECAST","NET","PC_HHDI","A","2014",-1.18978637926373,
"BGR","HHSAVFORECAST","NET","PC_HHDI","A","2015",-2.62748295286096,
"BGR","HHSAVFORECAST","NET","PC_HHDI","A","2016",-1.83914990404437,
"BGR","HHSAVFORECAST","NET","PC_HHDI","A","2017",-0.83761190100053,
"BGR","HHSAVFORECAST","NET","PC_HHDI","A","2018",1.21983999964604,
"BGR","HHSAVFORECAST","NET","PC_HHDI","A","2019",0.351462795342857,
"BGR","HHSAVFORECAST","NET","PC_HHDI","A","2020",-0.675873510726588,
"BGR","HHSAVFORECAST","NET","PC_HHDI","A","2021",-1.85534356332004,
"ROU","HHSAVFORECAST","NET","PC_HHDI","A","2005",-21.5445749827229,
"ROU","HHSAVFORECAST","NET","PC_HHDI","A","2006",-20.4418957665711,
"ROU","HHSAVFORECAST","NET","PC_HHDI","A","2007",-30.7171187599726,
"ROU","HHSAVFORECAST","NET","PC_HHDI","A","2008",-22.2806818504127,
"ROU","HHSAVFORECAST","NET","PC_HHDI","A","2009",-23.0840991060476,
"ROU","HHSAVFORECAST","NET","PC_HHDI","A","2010",-15.1272069118601,
"ROU","HHSAVFORECAST","NET","PC_HHDI","A","2011",-20.1158609668398,
"ROU","HHSAVFORECAST","NET","PC_HHDI","A","2012",-24.8759210917622,
"ROU","HHSAVFORECAST","NET","PC_HHDI","A","2013",-17.8141778141778,
"ROU","HHSAVFORECAST","NET","PC_HHDI","A","2014",-21.5531100026005,
"ROU","HHSAVFORECAST","NET","PC_HHDI","A","2015",-20.3456999466681,
"ROU","HHSAVFORECAST","NET","PC_HHDI","A","2016",-18.07776252506,
"ROU","HHSAVFORECAST","NET","PC_HHDI","A","2017",-15.3575530384216,
"ROU","HHSAVFORECAST","NET","PC_HHDI","A","2018",-8.88737037481648,
"ROU","HHSAVFORECAST","NET","PC_HHDI","A","2019",-8.13549665378537,
"ROU","HHSAVFORECAST","NET","PC_HHDI","A","2020",-7.90659828609797,
"ROU","HHSAVFORECAST","NET","PC_HHDI","A","2021",-7.72688949423022,
